address,incident_edges,betweenness_centrality
0xaf871437bb04b3b2e23f89ae6bdbeebfc62bbd66,2,3.7391e+06
0x75c4db82fdc2b185fc3466606e969b8432419bba,2,3.7391e+06
0x7baf96ee63017cc63d7da8df51fb04d4c3a7ef7b,450,3.69153e+06
0x9554efa1669014c25070bc23c2df262825704228,283,3.66066e+06
0xbd257cea7f0bc7a11feee5c59ae007434fa72570,4,3.65913e+06
0xa74476443119a942de498590fe1f2454d7d4ac0d,172,3.56194e+06
0xd94c9ff168dc6aebf9b6cc86deff54f3fb0afc33,103,3.56154e+06
0x0e2b417d876dee76841613affbfbd25912a9869d,36,3.51321e+06
0x295afe082a325298ac1105af9782776c8d177f78,18,3.44975e+06
0xbe11b42e5eaf9814c1f0ac4e2ce10d3e8187ead7,66,3.44742e+06
0x3cecfe7d263c9544ba611f5ea58bdb19c5fcf7ae,4,3.38405e+06
0x4921fce272ac2d81b592d78d832b98009bf2340f,10,3.28369e+06
0x1f8caec21fb8588d0119bcd1e160a0575a5166e1,18,3.26751e+06
0xa82657936cea2d34f3918539b87d35fc1307f6f1,188,3.25927e+06
0x96338149e9f6c262d4cb7aeec1cf4c652079a11c,583,3.25328e+06
0x0de7a351e3a7caac1e9c826e4e81c9e3983d95cd,159,3.2527e+06
0xa3da5f43d44fba02b0a797b64864ee9a8d898ec2,12,3.21908e+06
0x3c0aab77940d82dd73d6eb2a67682e0c4095e0ad,605,3.21001e+06
0xe19ffb70e148a76d26698036a9ffd22057967d1b,134,3.19532e+06
0x3509f7bd9557f8a9b793759b3e3bfa2cd505ae31,132,3.17624e+06
0x95adc01733c33d9d64a3142491e04176b4f8505e,11,3.17161e+06
0x78223a4bfa5ba875d4b9ec573f8436a25943e9b3,22,3.16516e+06
0x34faaa028162c4d4e92db6abfa236a8e90ff2fc3,134,3.15136e+06
0xcf40d0d2b44f2b66e07cace1372ca42b73cf21a3,220,3.14768e+06
0x59a24473f9a2a6afe4f8dcba2e78d3e4e239042b,382,3.14479e+06
0xb1988edb427e0ab893e74e7463a6ff291c54074c,4,3.14175e+06
0xe27c39dfbf21b35451c13bd36d23b83d534d1c20,110,3.12463e+06
0xb9cf2da90bdff1bc014720cc84f5ab99d7974eba,132,3.0315e+06
0x8f9730aa9c984675b9d44d1fce9438fc878e21e8,108,3.00967e+06
0x91337a300e0361bddb2e377dd4e88ccb7796663d,342,2.99705e+06
0x7fb21ac4cd75d9de3e1c5d11d87bb904c01880fc,130,2.99517e+06
0xa4fa73ab44325528fa164afe02175774129e6748,5,2.97949e+06
0xab11204cfeaccffa63c2d23aef2ea9accdb0a0d5,428,2.96789e+06
0x1e797ce986c3cff4472f7d38d5c4aba55dfefe40,117,2.94504e+06
0xae653a9c719f8ce2c5c025cc892e3e6eb099c732,13,2.93627e+06
0x00617ac1fd1aa9eaaf717cbdac6102f5b06b680a,2,2.91738e+06
0x16390b06731ac85e4aa05a56ae5862279d09121b,2,2.91698e+06
0xc1c427cd8e6b7ee3b5f30c2e1d3f3c5536ec16f5,129,2.91694e+06
0xc6f31a79526c641de4e432cb22a88bb577a67eac,129,2.86294e+06
0x49754511407aea93ea779ce1eae0ca7e10c51c20,66,2.7496e+06
0xc27baa075f582f7ed2245a283f550e25fbd0ec1c,55,2.73595e+06
0x556b5712c2a7cc5506fbfa785b52536fb8243765,493,2.6691e+06
0x5d807e7f124ec2103a59c5249187f772c0b8d6b2,33,2.64186e+06
0x15c5b63ed6ff016aa62fc447235fab661f6f12fa,58,2.632e+06
0x52541ba163c1ba855897b8f82b9bad8188d10bd9,22,2.61834e+06
0xaa2876412bc2c2b27f423ee3a2aaac360d2601d0,137,2.57039e+06
0xe0b7927c4af23765cb51314a0e0521a9645f0e2a,220,2.56137e+06
0x4e527d754436eb7ec092c7557dffb880be179251,4,2.53416e+06
0xc86cde355de9aed88f11a9918d82bf3cee6649c0,4,2.51589e+06
0x69ea6b31ef305d6b99bb2d4c9d99456fa108b02a,321,2.46067e+06
0x6d3714d6571be317887d8c7d6e7187930d354975,200,2.45354e+06
0x7785677b237d0a03926be8ff162e5b46baf9ccb2,10,2.43635e+06
0xaa5948b57dffbe5708b8cfed60aeb5a94b9f771a,10,2.41766e+06
0x85ef46b7362206d2f33df663112de55fc936e583,32,2.39929e+06
0x6fc82a5fe25a5cdb58bc74600a40a69c065263f8,180,2.37782e+06
0x4092072c3cd4177eb03caf5f8895bb8bedcd54c3,48,2.3306e+06
0x3ffd2b920cc9693c9d898651deb501a43f15544b,20,2.32385e+06
0xf3cc34faf1d39d67046c7af5feddafa03e78f987,12,2.32362e+06
0x157f088b04b9f1d5ac0a1cb765e8a91b8dbeb9db,2,2.29819e+06
0x4846848cc70d1acd186b53bbc601237f0d44dd25,71,2.27677e+06
0x167a9333bf582556f35bd4d16a7e80e191aa6476,147,2.27131e+06
0x118c86675c78c5388d23c402af85945614e95118,3,2.25667e+06
0xaf63209ab2a5f744a861d93205e5f9aa9cf484fa,53,2.2562e+06
0xabbb6bebfa05aa13e908eaa492bd7a8343760477,883,2.24771e+06
0xc230759eac41824e9627774e8d7f3315cad8f37d,16,2.24443e+06
0xa373cde21c56471a559850dacbded4d18c9f6c0f,22,2.22769e+06
0x6e4f24a297c496aef5d404725a9bbd4cc23ac795,172,2.22292e+06
0x8bb3738661f0c2ccfb3bf51ef0a20e2ddb4b2e17,87,2.20312e+06
0x28b6cf5040a34d2008d067de6bdeff6a41f72b94,2,2.19096e+06
0xa0bb4ba19f578a63fa3f67adaf7bbca15ccadc45,28,2.19014e+06
0x24b051305b64cb749a0513dbdc0e08e75c605367,10,2.16581e+06
0xb91bf1c28140f5686df3e706cdbbab17017574c3,61,2.12618e+06
0x3972538584cc0958f5f3a9e23312ce0f170bfe1f,4,2.11867e+06
0x79e37d70a6b05dddd8833c90e50be036e2cdec60,81,2.10593e+06
0x68a683f842464d1ad4b70764757cc36b22d79dc0,12,2.1006e+06
0x64e3bcf11ac98c82cfa881571df6bfa82d422819,4,2.09097e+06
0x83aff5162a71932153fd907414b695b1f3d068bc,24,2.08514e+06
0xc3b5de653f2a34971bff17bbd2e80fcad0d83248,14,2.06729e+06
0x591a40e003a00fe0952a721e65939533809d477f,16,2.05984e+06
0x1512203f87823eeb5b36f4a636a12cdadcd667fa,70,2.04096e+06
0x8c6b43cc3836275334e331163fd381b7899908b0,74,2.03854e+06
0x3cf6511f14816a366291f2eda195c8f9bd298ab6,64,2.0224e+06
0x91684f7d2dc0625bfecbf23d40d45f1e5e2cfaea,14,2.01744e+06
0xc70a9fb33bd707564b073a326935d8bd781bc9f4,6,2.01653e+06
0x02062d22430bb13d8078fefece10abb1a42ba8e7,108,2.01421e+06
0x8589d34207bb5a162d99f93e8413aad0655eb0ea,8,2.01131e+06
0x736e1e913396b804aa0d845572adadaf6de5f8ef,2,2.00925e+06
0x1e143b2588705dfea63a17f2032ca123df995ce0,170,2.00224e+06
0x880dff797c2a54debc841774b1747ec24d2a567b,9,1.97661e+06
0xbdf00991748c9e6f85a1ee4a3fba82dfd695dbc0,84,1.96527e+06
0x707cc89694219eac044ed2ff3bd2bbf7705cc4c8,120,1.94669e+06
0xcf2cc290f435142b574835af6c0b97ccfcec6851,67,1.92828e+06
0xb2d955733e6a470533f68f72d0af442070f24f55,2977,1.92103e+06
0x8063b7049f40d353fcc38d63d1add272ab096c4f,26,1.90589e+06
0xaadf4c2b71fc34d6a2b6257587ceee6df149f296,29,1.90323e+06
0xe3c352c951b71cc5c369139075b1364f34447ac5,4,1.89839e+06
0x2e29bc9aed6471cd3546f824530f403dc774717d,78,1.88634e+06
0xd4ee4919fb37f2bb970c3fff54aaf1f3dda6c03f,6,1.87264e+06
0x1ff48968c4521887a8b1d29a1c003c5987ffd32c,66,1.8571e+06
0x81f631b8615eab75d38dac4d4bce4a5b63e10310,480,1.84781e+06
0xc5331cf0e109c67adb4d87391b727b82022cf8f9,13,1.81782e+06
0x3bfa22d574ecfd89f131c88823840727659ea384,10,1.80753e+06
0xec7de8a491cb0f29fb9f8854bc242075153d9e10,9,1.7983e+06
0xfcbcc75a652ba05d968ead6aeeffcf15242f066a,47,1.79368e+06
0x3fe2b9a155b63bed99b586a4d2a859383c43fca4,2,1.79272e+06
0x8865ead6ec945942eceae02955e5e9e8f88e7094,2,1.79272e+06
0x329ded0298070a778685ba729bd7f2a5a1a1ca1f,2,1.79272e+06
0x9d8baf79bbbc4c77cd1068924f9705eacf6329e5,24,1.77937e+06
0xbe268b8fe018a6a17d2e534a5010f6a74edc836a,289,1.76866e+06
0x41a5e6057dcee2287d29b53908ce934ddf2b8166,13,1.76713e+06
0x8bccc9ba2e5706e24a36dda02ca2a846e39a7bbf,107,1.76652e+06
0xe1bbf7945c5030ec432b0c284af1998097797e25,2,1.76264e+06
0xad88dcde2a47ed553858fdf63c8a4c9aa2643f78,2,1.76264e+06
0x0cb2197d57ae179dfefd639364972c277e827f2d,2,1.76264e+06
0xe62f8cc95b6beed0d7684c6da1461650ecfdaad6,2,1.76264e+06
0xb0b58c15278c63a6f04609b596516ee89fc2471a,2,1.76264e+06
0x39483702b531fd0dfc4db8b39c5ed80e1fe4c493,2,1.76264e+06
0x2eb084ff6f0768e8633967a8a71254dac4276b95,18,1.76195e+06
0xb7866d2c1a05e35b2321fc3f41f548f85ed27a32,23,1.75217e+06
0x232bad00b403a4af92288c491ca51ad03396da90,8,1.72636e+06
0x05f170f5280c3f088aa6118c4fb212cc7d6b3146,8,1.71734e+06
0x69ed7a226969435776cee6f0557a04c03e428665,12,1.71556e+06
0x9431e1be291ed08a91901645f6ce9fc8ce81db88,114,1.7051e+06
0x9943b874f675558f5d6c2b796147548ce104d92f,101,1.70436e+06
0xa95350d70b18fa29f6b5eb8d627ceeeee499340d,22,1.69874e+06
0x25120066c7ef837d940b69074773a8d821609cd1,2,1.69645e+06
0xb1e61172cb5c5e45848f836eebc0fb1776707140,63,1.68901e+06
0x306bf4ed97da0105bf2f86ff7dfe897c3bfad8f0,4,1.68202e+06
0x54ca0c158a32d47a4984303afc9b06e341d337df,2,1.67422e+06
0x6bec3b69cfa4433a519d29ebdfbbaf333bcee007,24,1.67267e+06
0xbcbff02df532663a2ac94d7450862549bef82a25,4,1.66937e+06
0xdda9499d996c920ea11c8186f88b473440759c73,13,1.64081e+06
0xd67672341c291b9f811eaac9636a0c23e99d7789,44,1.61794e+06
0xb51ba8f674e3c6aead9250b660d7e249bdfdfdb0,4,1.59811e+06
0x99bc7d9da5587b146bc9add179a4e2b002cf2526,22,1.59352e+06
0x558381f7ad23b54c86d665dfc08ba326e3db3bcd,19,1.58981e+06
0x27ada6ce30a2834ef2abb8590c77e9a407161981,167,1.58698e+06
0xaa5f1995abc8c6e31ee555f3ba6eac257bdb8cbc,9,1.58167e+06
0xbf87b66d590cd9e39ebfe6895ae4cc7aa50f249f,6,1.57133e+06
0xad38fa076de7e01a1db7fb213922d44a97a82a81,19,1.56654e+06
0xfa54806d0c043e56d6285f48de59cb83e7f00af8,54,1.55858e+06
0x958ab5d45828cd3bbbb85066408b5d9d5b87c14b,53,1.54153e+06
0x8f8ec55d29c23eef743bbb2dfceac6f09eac176c,28,1.53514e+06
0x303e33b483b5df3148cb2eaa1c17c486531ddf31,40,1.53426e+06
0xf96edb4f2525ff2436d1c11602ece29e495a2977,42,1.53381e+06
0x5c9725b0c9bc55f4733c90fa8c753a2cccd3b946,16,1.52171e+06
0x3d9cc3301cd0f3eb3c71843e06bfb729ba6a35d4,13,1.51816e+06
0x1151314c646ce4e0efd76d1af4760ae66a9fe30f,334,1.51389e+06
0x0c37255dcf9bf671d05132f60eee66cd7dc37ed1,89,1.50723e+06
0xc0043533376e1138d92b41c49d35e08d7b77c15e,39,1.50327e+06
0x898882057027bbba5e400f96b4dcc8b08d3c3060,25,1.49994e+06
0xf3f1dbbdd33ddbe7ea472a9b4af4985dcf0754b7,6,1.49774e+06
0x80ac654d33fe95588310967a04659f09b9df740b,6,1.49774e+06
0x06d9d994e3c3c42163f5fc20f6209185f732b14b,31,1.4975e+06
0x7308452400c7431cd56e41bd176a27ec229b4e49,9,1.49581e+06
0x461b65f2d288249ae92668acf0f1255514c262a5,89,1.49022e+06
0xf010aabd0075124c930a91028b0eea13723e9241,6,1.49009e+06
0x73d59d75e43093074c97518923033081b9e839a9,14,1.48981e+06
0x7e24fcd9d89e12e3c86defb68b5f94c3575b555d,26,1.48439e+06
0xda84ce08c5068a34a0aa258631074c9406a1449c,48,1.46882e+06
0x2ec7dc6c01933a0af8616329f8f0e4ad38983454,30,1.45708e+06
0x0a6329eab2a38f56a7bac30f07655bb0252fe032,80,1.45238e+06
0xeac72f14b89500e47f09045600a5feb4a848f401,13,1.44004e+06
0x52c40351ebfef724ef3051195110a88c749bbdef,8,1.4307e+06
0x466dda431f625213626b0a4b6e2a721fac37cbe5,14,1.42856e+06
0x5308ced276bd6a9e08dec7aef67e38691d4c2468,40,1.42584e+06
0x65242723c185b086a4d5b35b6d45717a7cc93c82,8,1.42207e+06
0x312711ddc8889a3f159dc5966038cb474359bb06,30,1.41852e+06
0x28b997f4ee5fc4607cd4a3f6a3fd2fe5c5c6412c,16,1.39608e+06
0x3a1ff5c6983f884ca007209c2808551b9f0e7d68,22,1.39084e+06
0xec9cffd8640c08f9b3bda2c4a8b2d151811a5e50,2,1.37881e+06
0xb8fd609b9f955e75bb5b19aaa5ee6b8a16bc1ad4,2,1.37338e+06
0xd0c989504cf7b12a2b87a906fbf5de1dcf8d7c99,2,1.37325e+06
0x1339ef23b3ed049cbdf17b56aa2db72214ccac2e,14,1.37003e+06
0x87cd686c937c0e340d42fbedaa33824c961a3f26,72,1.36737e+06
0x7de7f0c3fa7e800b7350c9421ceda457dc4d0180,24,1.36496e+06
0xebb0424edf8f41f97f6f91095a40506abefc5325,6,1.36466e+06
0x398ffad1ea4864186c5fd7c3ea146e6641be20dc,10,1.36337e+06
0x1fd6267f0d86f62d88172b998390afee2a1f54b6,163,1.35517e+06
0x191b1677d542db3d014c2ea83e4762c4c06ff220,12,1.35115e+06
0x8b0cc5a123c9621fba108f6c5b1ed8ea104ddea6,19,1.34787e+06
0x5e569e1ecd56fe30dd97ee233ec1675b60fb6680,425,1.34286e+06
0x1c90d4d35396ccf3b4ffdc9bf3c45fafb20595bc,4,1.33089e+06
0x4fad26b87545a08ef443a391c0c37ccffb5dee08,3,1.32644e+06
0x21314ff1669aced72b3c72ad912102186cf5e1cd,7,1.32468e+06
0x780fbf3b1895221f5979e0c8edb6b820348c4de0,74,1.32284e+06
0xfe9c5789bc0e6adc12233393b2b686107c2097bd,4,1.31688e+06
0xbe8fad4f6954f112011e606b86c819271903eaa4,2,1.31577e+06
0xe94dc26d863baf4084a8c9ee326fd52c1a431d5a,6,1.3136e+06
0x908746ae089fcb7679734a4498ff450f5c8ad6be,11,1.29541e+06
0x3ae819a5b74d781df8edc3ae4f4d35b3f8bb81a7,2,1.28931e+06
0x08b22fabb9b8d30a87af86d1839ef2a33da079d8,59,1.27937e+06
0x24777ee02904eafdfd39e42cec26e899df74fb37,30,1.25612e+06
0x7509c60b50600ff2279fc3b79d4d0e0714941d77,4,1.25153e+06
0xe4443f04134a811abc9a6d4317c8161fc7e08e93,18,1.25127e+06
0x3a35f47c322fe79f892c6c861cfc34b14e467fbe,52,1.25107e+06
0x95eba5316bd84c86d284f373681256f7208b30fe,6,1.24349e+06
0xc3d9c17d7f6988c0fe7ebe929c47efccbd92be13,122,1.23987e+06
0x97c6ff18f68827967d233bda4de319408990bebf,30,1.23687e+06
0xe3a05ca2702ada4817fd91cd99a0b2d8846de34a,8,1.22235e+06
0xb89b23e9cb39ad382d2ba9a2c467c924b027ba59,10,1.21716e+06
0xf28247204bf8d1134e010356eac7128514d8790f,7,1.21562e+06
0xe9eeaec75883f0e389a78e2260bfac1776df2f1d,406,1.21521e+06
0x9791d060155feedc635a6c0a83b8e5c8e3816ce8,25,1.21371e+06
0x2a8366a366577e9c4ec4a90f96dd44abddcb1587,12,1.21189e+06
0x6174996e4742d56b9d585cd9b772b4ff90c00cb7,2,1.20822e+06
0x1f755858a8a668181dd7eddb4471ad4d0150d1f2,2,1.20784e+06
0xfa0521b6a8d6939e9ed1e661f69cba20205dd471,9,1.20353e+06
0x8a7bb493f81835d649bbcb9b2dbca1277a9390b4,11,1.20165e+06
0xf01749ee4c60580548b18dc10fcf43d3bdc59f19,46,1.19972e+06
0x007174732705604bbbf77038332dc52fd5a5000c,43,1.18683e+06
0x08703f0af7571c37956a16b8fdef06e3ef26ad33,2,1.18145e+06
0x0048aca0f6e73d539c46b94d1489cdae1333a196,4,1.1764e+06
0x6c18b39eb3303fec743e23f1f91e93dfae9552ba,6,1.17472e+06
0x8271b2e8cbe29396e9563229030c89679b9470db,36,1.16959e+06
0x033a24eb19eba6a7011d56a492b9991b1cbad048,14,1.16632e+06
0xc1af5bfbbbf357181c0e0dbd4fba03f075238187,44,1.16555e+06
0xadfed6a1e9a8785fedd969463d57567f5f10ed25,11,1.16447e+06
0x699acb253219abc1b4e5d92fd93bcf30889ea4ee,21,1.16358e+06
0x95ac27ac0ab7b97ca9a05f935a3478b70002d213,7,1.16058e+06
0xebf56cc32140601c8be8f965b6af825dacb680f8,9,1.14868e+06
0x341e12639b4f4ddfddc6ae2d6a0988948174e76a,2,1.14116e+06
0xe887e85b83942b6dfb5d8a0be9e2f102efc820a6,2,1.14116e+06
0x23b291b9fca39410abcd400f8a164949e4f3d6ff,2,1.14116e+06
0x63c05fd0ec32b8d955a87beb07a9f8d43a112fa8,2,1.14116e+06
0x7ac14b0483e589412cb29eca9ab5b58be53e62e4,2,1.14116e+06
0xe9987bf69c2520f8ca44c2ba9b5adeaafe2ad50f,10,1.1376e+06
0xe58b58cae01a08dafe869d5bbdbb6b3fda90885c,2,1.13256e+06
0x35745391d5355f659a3fe6248cf6ed84494a3be6,7,1.13097e+06
0x9fcb40f56a8c2a8763b4a59cd4afc617c32e4b79,11,1.12943e+06
0xb07f6c8575fadf3e12d0920c67cb0a4cc65ac6dc,2,1.12867e+06
0xcb28bf7a04d805704e434ea36340dbc685a34b9f,2,1.12867e+06
0x28a4ea4202eb963c53b22ef3876cc7f6a4dc56ec,8,1.12428e+06
0xd163aefa9a3d23c5a6e1faa910a9e77483e8422a,4,1.11587e+06
0xd1c27d262ae524aec2bdeb3a66b0a5677554a1ac,4,1.11579e+06
0xb3aa46db57c2f7a8d79ecc574564dca468485f62,24,1.11297e+06
0xaa7b131dc60b80d3cf5e59b5a21a666aa039c951,34,1.11277e+06
0xa2012c9187350526114c06acac4bc6da1b5fc86e,6,1.11212e+06
0x633b41cd52beb9d5c0d9fbfc66bdbd6f035d99c8,7,1.11052e+06
0x88dcdc7bef77d7ff1744ade1d0022824718a880b,96,1.10475e+06
0xddb55090fa86d8f2201022cc50da0f130ab9dc68,12,1.10447e+06
0xd8b35a17f78b2d8a538b2edbd1a9af345b63a797,24,1.10171e+06
0x7ba490da82ed68f9f515e1d44cebdc6f89263f76,44,1.09364e+06
0x35e8b10033cfe17b7de96be2ae6c08921db1aec2,34,1.08003e+06
0x78fa82b023fc7b4985ee3b969f012654fecf0dbd,10,1.07715e+06
0x69fd06fc2a4cd666b1a4d2d9a8e61dcef0ab38c5,10,1.0721e+06
0x97e90acd42b6c2127615bf9f9402377652b5689b,21,1.07027e+06
0xe4f25f8eb4b28a3cbad8b933f09b8464ba94e7f9,2,1.0628e+06
0x17796feaac28002eecd48a4cc77d892618a0c90a,50,1.06189e+06
0xefef751bee6fd46df762d9aed389a6c73b8c796c,38,1.0507e+06
0xda3e8cb23e1cc9e3277ce97937034b986f1d0034,2,1.04472e+06
