address,incident_edges,betweenness_centrality
0xc57409607dd76d441ce39628d3f1be134af27056,2,13750.2
0x143bb2265ab7f88a27a3a7c4495d0795855be897,2,13739.5
0xe1bde5f67047ee68c970cc50f603eb285d46d907,2,13713.6
0x7aceede2d9a2dc5949510722b13a83e2a061db39,6,13701.7
0xf1e80014e8ae9b946f0a6d5a4be196447b92c47b,2,13658.5
0xbb372bf10dbee6f6336d4eb639aaa300410f7104,4,13595.1
0xba0234e3ef937da58146f81a798be90f4846cd6b,3,13580.2
0x22e749708b1d2a7d162b8b695d06ce9d6bc80dbe,2,13533.7
0x02177887676e1cf81f23d41dc4d3b958f39d641e,2,13533.7
0xa2573e77680e90ce956799abb269d8cba557eaea,2,13533.7
0xc6fef88f61cb09d26976d7fef6b1020954a00282,2,13533.7
0xa84844e3a20538c206fc5b13eee5b25f167a770c,2,13533.7
0xac9720a81d361f4fa125ff79071238b3be75d70e,2,13533.7
0xa2e8cd0922742275eb057a1fb67983e0f230ba45,2,13529.1
0x8a8e40216b3fc56d82e1049eaf803ea1a01d8f24,6,13523.7
0x97db8291b2075c6e4e94e2d4220af0594794d4d1,2,13521.7
0x57e5e58dbd8c812b1a64ea22c4de8fae5edc0e47,4,13517.5
0xce89e630944c9224e7763612e78470da4a87a1f8,5,13493.3
0x634f09122ddf91df2dc5226727739aab6778ba9b,2,13490.9
0x405fe3144fb614be0f132b7e7248a639141df6f0,9,13479.7
0xf3f635e55c8db418318762d2054f3f1e73a15e98,4,13475.8
0x95d44e80b11c1749da6daeba28154039562298ab,2,13464.1
0x8fdf67d184e8269f392e6cc044ee9742f5f2c32d,2,13457.2
0x07c8e5f9cb9185d24059ce2996cb38cbc692eaff,2,13457.2
0x2ffb7ebf71c1c25548d9464079e4b03db9de7d2a,2,13457.2
0x32229315b50517063b8f88634319eb07cfc82c8a,3,13457.1
0x2590c1c5a128528e5bfa81a29afa698091a5a7e1,6,13451.9
0x276b8fc4cf211879db55d3fa5f395003cc3e4230,2,13435.1
0x1c614dd5c734c60f2606449a7daad09ed7935a23,6,13422.5
0x65366b145da13d329c2c420c782782c178f0d56b,2,13407.2
0x7c9c74adee91a7ae4672861a6b01c664174b8157,2,13406.8
0x8ca34fcfd428cfb13bc3f0e3724b0c5fdc44afec,2,13406.1
0x91d24cbde9bc8896fc38d07e1015a46442b7b73c,2,13404.4
0x1b5b488db977d4fd7a6033f3cd9b56292f2814a4,2,13361.5
0x6ce2db14aa7cf2bed662e4271d42f63c5606d800,2,13356.9
0xc94f7f6ac89e178c38fc8c30ae93d4289c6e48d6,4,13349.1
0x74c63db8a3c9d9a1934f039064c48f0275129ca2,4,13340.4
0xc124770ec75ea007aec159cd1a4180d16c2beb21,4,13340.4
0x86e9254687634dd793d9b58d3eb5ad6e1e796d21,2,13334.9
0xc00e6d95db1af7aaae59330449b6f5a3ab719838,3,13316.2
0x75b35cf307ccf0e89605b187c0f974aca6c8f4aa,2,13272.4
0xbde32e4d491ee17fd5787d4ef808d520390c949a,2,13272.4
0x9e9272438b818a7edd73e505d77cb5bd74f684ae,3,13195.1
0xc8b5e35fd027ceefd3db6a333f9081ce9fceb3ec,2,13182.3
0xadb35c6d39e5130ea972551e5dea3500365b3ea6,6,13175.2
0x6e48cdea1a6c553cfb5cd8fbe3c6eec537002fb5,6,13175.2
0xca99b3251165a17a57c3aebf0c6d06971465bf7e,2,13168.7
0x0ef177da88284818096351a26c6f35c00bf11480,9,13167
0x58784ad77924c03965cba8b78badb5210aeca43b,6,13162
0xf8671a44cdedd9469c855b77c284de6c0c1823db,2,13138.7
0x8dc7aabd7fd43c0afe65048f86df074953baab9f,4,13093.3
0x9620abd0b014e8aa8e8c459d2ddc976d53dce2c0,3,13066.3
0xf196aa88bb13dcfd71e810e38c9388b6349a9096,3,13066.3
0xb5016f5725f45afafe56dc0a59306a9f45a0520f,3,13066.3
0x390a6ab0684073ae6cabe6c390a43e87b117ed0a,5,13048.9
0xf5d9ba34499d00fccc23374bca7403e5c9e6be67,4,13034.1
0x740e3fd01b5f2c5abaa8e4d94bfcadf3786cc526,2,12982.5
0x41bbc2e61b562d4c35c8326f47412cd90b50ab38,4,12976.9
0x4e11d2f9f640b03fb4a3532648193824e886e274,3,12937.1
0xa519e86e64521cc0b07ae6e48c76e08d3fc4db86,4,12915
0x55d4047e91aaec623d159b044f48eaf58c39a311,2,12868.4
0x045043cab238d5e54735f04eb3f4e74d6293d9dc,2,12864.4
0xbca9aa74f18d791033140e3fbca69a5b8de5cef5,2,12861.1
0x4a76bfedd64aab944e51f976f9ed4e2c158b1cdd,4,12857.8
0xeab621ec60beafc7d7283be60310461526b4b2fd,4,12852.4
0x04af805def990f8a9b436e68ed56d4e727df0a94,4,12852.4
0x66c4d3b81793fa1bd145867c38db7b4b1a09f713,4,12852.4
0x7b623512471ba24202d362aff06832abd9827326,4,12845.1
0xc74cdfc37365dcbec5cae313ce54a9bf59be6ea9,11,12778.8
0xc14b5335b1ec27e1eb89cc827a2cc9c5e8726935,3,12771
0x09f45adaa4e24d2939395c9539c97f664e3b9d65,6,12767.7
0x6edc410903f2fbbd238751fe32c1935b338bced2,2,12763.7
0x07b62cf5efc3b7b69ff19c105880f7d96f108739,2,12758.3
0x99d37cdceb2d2437efb8262a0cdb2a9b749a8822,4,12734.2
0x377374922a7c81e7d210079bb2b3a31d15fa5477,2,12646.4
0x0a61c0aa0a294d009a421242c48fd7c798167fcf,3,12645.8
0xcae0be09981a030e74bb4b4183c95dea0dc92533,3,12623.3
0x65563720a6ba573178e12f2293549b927af22a8a,8,12498.5
0xae25571fa2d28c333b5d171f1d4266ca5c28ab5e,2,12478.1
0x9596e5af5fbfdc5348fe2efced9b00a0299c39a2,4,12451
0x45bf7a7cede828935ad30850c64cdc8545f6e56b,6,12438.4
0xa97bfd2c17fa68d77d2b9e58e58420c5b1f4e8e6,10,12408
0x30aec7833ca28bd66401c44fcbb99abb03e947c2,6,12357.2
0x65c30bdd3b80ea3aa9efd0a95f514f4e66a2ad30,9,12357.2
0x311d594f84e18ba0d3e39d61f443d6572bd4bc08,14,12304.3
0xd654bc4892561d2bdb1dd796da8bdcfd34b72bae,14,12304.3
0x089860e31d7e1bd105a0576f3ab3d934fd907cd5,14,12304.3
0x1e0cf4971f42462823b122a9a0a2206902b51132,14,12304.3
0xc1ce9c9c1ba1cfefa4370f5c56b257c92cabbc9b,14,12304.3
0x3fc928d1e8f482b2883b19f8e2f712fa49972851,14,12304.3
0x0eb6def543df67b6d37b6feb015a5baa460517a8,14,12304.3
0xa3bf0f6e2f8b55ac2f65aed97ed5201a032b3b95,14,12304.3
0xffe3de0cdb5730f65a0b06598a40d8fec154b1f2,14,12304.3
0x442169b09d0ee0ead2647d09f7c30e6850e94e20,14,12304.3
0x49dcfee944a94cacfcaa2456629a8186b6ccd1f3,14,12304.3
0x99085780e8c60e2f3ce181d009d01dd941e11529,14,12304.3
0xb40d44a75335a79d5e8965ed43a25ad61e814ec6,14,12304.3
0x5fa86ec6daaf19041fd32d3c6e7f69869fa664c5,14,12304.3
0x14be2743ed791c24b66e6adfe2797e00554c89bc,14,12304.3
0xa1ad5fd2561848a2ebb6d8ebc9ac91efd37f52d6,14,12304.3
0x9d5916195b375c27f9dd130d9224ee7087cfa5d8,14,12304.3
0xc6b4ad7de59c14ef0d2d10f73dbb80cd6d5ca604,14,12304.3
0xda6a8499090075b6e154b669edba6471144057f9,3,12282.5
0x8da1a7096b8a703cf2a1062438c3c5696ee4da9e,5,12278.5
0x9e67f1303a7f55ec09381e5375e9dbaa273a31f6,2,12251.9
0x37df7a67d3969d3318e18462bb9e6a31cc571325,26,12218.3
0x14891585d0bf4918919f6fedf48abbab9944951c,3,12196.5
0x8928f0860ac1ac1f85184d438e4ef482ecca4808,2,12166.5
0x8c3ad858669bd483c1f43594fb48c106dd8be557,2,12166.2
0x375cf16973e00f2707ccdda7f81aaaf9e0d6379c,2,12165.9
0x069815b968293475ddc6d077a5e8e71debde47f7,2,12151.5
0x58cfc03d5775381433bbc63177e1afd4025f9c1c,2,12137
0xfd7b05a947b52c2a64f1a2f7b18c34d1370f22b4,5,12122
0xd06e310f2449c46327c01ef2845cb3259825c968,21,12088.6
0x17a8fb1e4d74e4a6f6b9afa5371fbebb6afbd486,26,12053.6
0xc5d3ea21c2f9e4d553464743e1ad03fb0e7842b4,26,12053.6
0xc483d5cfd5eef8d6e1cbe57c0b899a5eb9506638,26,12053.6
0x3eff861c4005443384ab1c59f1d450d7d4103ad4,26,12053.6
0x4eb81be3b55c037fc235d57d55e0950da979f92e,3,12051
0x631ebee9c2de911d4e7a4baf13d3eb46a3595034,2,12029
0x1e85f66df740251df0ac6c1f09105ca6a7f0fcc8,8,12019.8
0x7ed47a1057283b8a0c6469ca5957c51783b081e5,2,12000.9
0x7a2beb5858f3600a679f3de4b247c1e2ca3d4850,2,12000.6
0x135d4024d20d8e7caa9781eada1c5a2e43594013,2,11957.1
0xa21a58b853f9bfff01ecb3cffb3357e2ff80be86,2,11947.6
0xf76bf8e8053ebca9532d5b69a1a6fe02d2e33a77,2,11874
0x732da0c50471b7c1fa4ec08d85d27319652357aa,4,11872.8
0x3d0fed7c071e92654ee8ce85ab5482492ab5ca59,4,11848.5
0x3ca78a461ec801d67d54ab4d4a1a72193dbbf348,12,11838.7
0xbcf0af03a0698331728a44bc2689a4654e6fe067,2,11825.7
0x83de40bfb60a1a69c1710ad95b5b7a023980721b,2,11803.7
0xff3a453d43f58d399be85586f67644593f1401b9,11,11758.1
0xb51664c9a4a8a786fe3201fa5c69a91cd7eb9d55,6,11740.6
0x90e0e188cd9f82a000028e97cfaf866b13269daf,6,11740.6
0xf2dc964eb777cbfd7d21638993ac871246d68244,6,11740.6
0xd9ffe79efc3323d5449b167f787c1460d6b97879,6,11740.6
0xf157f7906542c7bfcaa135d3aa7e1dac49f05c0e,2,11713.4
0xed75ac8d3ffa549e9f96790476bbd9f78c4b0acd,2,11712.9
0x4472bc8f08ea0741baaf24d8613ee994d6b0ec6d,17,11654.1
0x2cb6e921a8c8917bad2985ee264cf67b0c12db7d,8,11647.4
0xe25e3a1947405a1f82dd8e3048a9ca471dc782e1,3,11636.5
0x06ece3f2174e2dad96ab7a4957194f6d9c0ec477,4,11586
0x7b96ab4160cb2d8fa96144df1aaa3491170cf94f,4,11581.9
0xacc58ce86efd535e25bc59996ac6b7fd9120d88c,4,11569
0x7f7512d433339621ed77a40f930b299c64dc0eab,4,11569
0xaa3fb9b74f6331caa3262b3f97562b5c37b78a04,4,11569
0xd09fb00741f5601e09283996cba2c39e1476ce70,4,11568.3
0x425b190fce7caed4088b8508627b5239a0df0149,4,11568.3
0x0dcaa482ce51ca7e807dd10ed21212dcadfaed1d,4,11567.9
0x08a2129f96c81ed87ab32c7230f870fbbc185130,4,11567.9
0xb8341aa3df2e9f8685e13b74d2a7f7d4f8e0f093,2,11567.4
0x2217ee30be696606916097601a478a10da81d37d,4,11567.2
0xa2dd5dd8cb568c4e612aeccb1d2ca9795bce8684,4,11567.2
0xc8f93720a881dd6b7b0f0232ad703d3bd5f13610,4,11567
0xf4ba247e877da685ade7dcdc8fa5e8c753474a61,4,11566.5
0xb9be130e4a0d40e80edfb94be49b4fa0eefed6a0,4,11565.7
0x30055e0cd5d1898417e369c0e7f0961c87461233,4,11565.3
0x49586561848760748650b8128173303c0a88a769,4,11563.9
0xadb9dde5f57d5c8550ed0f423d9e297ea97dd327,4,11563.9
0x049709b96ac5f565dc403230f2a675668911c8dc,4,11563.9
0x8d109353f7a5522abfe64a9ee1c5ec433aaf04bd,4,11563.9
0xd98fc7c76229179d89ea88bbe4eaf141e82f12f5,4,11563.9
0x9051ad7e36f28f58c6990b2e510c4d9f438c6bfb,4,11563.5
0x653d89629df6e3fe96a50a6ab04f95f9fbebfb0b,4,11562.7
0x79c5db62544788823a7aaff62fbfb958334e8b6d,4,11562.3
0x9fba35ca05fea9bba3393f298f7837c8cc1c549f,4,11562.3
0xa29a54693a54dd51003f74af8bee61459281c2f9,4,11562.3
0x39c892d8c4ff32107986e949d7cc2c94d3bcd2d3,4,11561.4
0x80985fe361e025c7bcd3872a83e0754baee310d9,4,11561.4
0xb78f12e6c752ca5a7455c074bfe5e9d22db1078e,4,11561.2
0x0b10dd11f40585232e2bfa0fa04b96d5b308ec7d,4,11561.2
0xf83a37fda47f7011074ac2681c67e73ebd289526,4,11561
0xe5ce4b341524aee92b1cc6a61af2bb366f1707f7,4,11560.3
0xff954dd2ae915c7071c63a30068a0f4b731db84a,4,11560.3
0x320cbd4326570eb32ddf23f2c5e258ff3fffd049,4,11560.2
0x466dda431f625213626b0a4b6e2a721fac37cbe5,4,11560
0x4fcb543fcebce1f6edfde73532a2c593aef5c2b3,4,11560
0x1beb312528e409e786c539d0f98341fd33d886e3,4,11558.6
0xd0ca3435c213544582c37078a462486b4949fe26,4,11556.3
0xc42c551db08b3e95a4e1c26665fa321e222c5b3e,4,11556.1
0x841b6a5e0e3be436407ee8be2352972a0b018db5,2,11555.4
0x482336d8be5210fcd235004902dd137b36b82b74,2,11538.8
0xf8874b63efce410c98dc00a71c02cad1a73dc609,2,11538.8
0xd5a682f6fdbe975230110d71d876b655ff81ce8f,2,11538.8
0x0057df3f36e105cd490ab9c827ec0f4934dbd2ef,2,11538.8
0x5e4ca614b7f795c7d589c159e83e9d29a34ad002,2,11538.8
0x9804046544dbd6dcf2b50e7249526277afff29a0,2,11538.8
0xfd3351c0a73601b667661b8a3466bceb123a08e6,2,11538.8
0xad65415e9292fa4e8973731e956525d8a5e71f70,2,11538.8
0x4e07128d4717651067f8cf84c2e67d89da81c624,2,11538.8
0x186237a704c8624078b4f8d3ffa25ce85de52257,2,11538.8
0x99706b810c982dd545f8d22899b666ff7cb7db91,2,11538.8
0xd95de765590e0c074289e07dce9627a904443e07,2,11538.8
0xa173c17bd5c2bdc2cc7664deb6a168995a620b77,2,11538.8
0x725198791107ed0565ff5b22b676d1b784736ef4,2,11538.8
0xa441e1addc47368b317172c8ebd7a0332c8a21f4,4,11538.6
0x3eeb78f1329b7efe60126bd1d9cbbf2904f0852e,11,11510.8
0xec5757081d7aa62fb908d17169865b8b9746f31c,3,11490.6
0xbfca4e91890cfcb98b43bdd927385053cadae6eb,2,11470.6
0x408c0be92718b594b75b731abe87396b006ed8c3,2,11470.6
0x8d918d781e739ea7dc7be2aed54d5de01e13ce31,2,11470.6
0x5f93c39c7638522e6d68ff19ad6b97e106cd9cea,2,11470.6
0x3f0bd44141507def573177aa619913bc036a8b0b,5,11461.9
0x9680bb60755a3102d9675d6e7ba8923b491aa3b2,5,11454.7
0x3345ba1634ba3ec5c530362f2806b312f7f11e28,25,11452.8
0xa37a076086767aa6a527fa1783ff7d9417974a30,2,11416.4
0x15920dd7698930f20b967b1a2d2faf311e4ad32b,5,11415.7
0x70fbb3c06d318b44e1de5067db4a685447c6728f,4,11411.7
0x64283e54c0a0999f381ceafe6bb85d4f306707f8,2,11407.1
0x48ffbd186169473ba60d464aecc13ad81358db08,4,11368.8
0xdc60e6a58d0509c11b075d26b5e38dad6245edc4,2,11361.4
0x66166212e68aa010a0fa716483e6a67105bcd6e8,2,11361.4
0x5f0a2b561c6b6171a18b20060ae25bd1ba27d8ef,2,11361.4
0xdde5fe8ba560d5659bbc452b3afa18fb592d4680,2,11361.4
0x10ea3adb423acea7d723317199a73b6d1a6ab1b3,2,11361.4
0x220f1d16262f9c86a9287f09f7f48975bc4bd12b,2,11361.4
0xa3d8bc0822cc0c2f6df6bfd49ee1c0cf1ab90db1,2,11361.4
0x34e73192e1a822a4b47221c9c3273e4dbb5def99,2,11361.4
0x1a96890c47c4375c1a77e20868a34bf17701a3a0,2,11361.4
0x0f8e29dd84f2f6ad10ebbb52e3e5ebdc2c06a34c,2,11314.9
0x3a9ee9a1307854de67653110de94f6fe25435eb5,2,11314.9
0xc4b1ff931876078ed5f12a53e30e2157e8f1feae,3,11298.6
0x827734d017aca942b8c1d3f71d195c1ec04b41a3,14,11289.2
0x3d234ca843f5e98f1b7a7fab4bd20c57c5d38f0a,2,11275.9
0x346ec3d0f478771672c58747f1a6e5550481b4d6,2,11275.9
0x9914e28d9f23b029555d4ba6652c9abb9571ec5e,2,11275.9
0x3598f61a20d100643df2ddabe6fb999c75a70e3e,2,11275.9
0x7833d7068166681ad29701acb06c99b6676e0569,2,11275.9
0x3d52b5049463e3aaa547dc87d83014a6beb30a62,2,11275.9
0x00143af884cf9916da6540fc00f2ff1506453c74,2,11275.9
0xcfe835e63cc53c35e093c191ab468da7593aeb20,2,11275.9
0xb959531c60d4495832af904c44bbcaf4943ec6b0,2,11275.9
0x69745027d94614671ee09bb09efffa44249652c9,2,11275.9
0x027730a100aa7786a293350afdedf6bf97d48049,2,11275.9
0xaed2fabcb6c5c752db8ab25cb1ff3fdac73b0111,2,11275.9
0x25f6f9d6939bc44de8ac6ba141d783ea84c3f449,2,11275.9
0xee0b78a93cf679647e0a5938ae02696ba225488f,2,11275.9
0x16511fce49aff13afe522352e2549bf667116b7d,2,11275.9
0xf9f0ff630731b18db3ed96dbe4727b9f045fdce6,2,11275.9
0xb3d66b97b59ab76fdcd9af1fe87a31660ed83cf1,2,11275.9
0xc5a12ae91c5ed8a86fcdbf0fba140787f2549383,2,11275.9
0x68e5efc8a63659ea37b9b40a60918794d8581bd9,2,11275.9
0x2349dd37c38cfe52dfd216c33153daa616ce7d50,2,11275.9
0xee4e54a01a41c3e3dea3e154ca23d878947417ba,2,11275.9
0x4094206cdca45cf10aee527370e1b83debe7cb36,2,11275.9
0x7c52b51ad27384cdbb1c8cdf560c8822ce3f75f8,2,11275.9
0xc3b16d5c276b91b31304ed3ef4ea050444716b10,2,11275.9
0x3c60b4180288ac6f52c3b561731dafaaac3c4b0d,2,11275.9
0xbabe00fed3dd377717ca7bf44715457470cecca1,4,11275.6
0xc3c9ce85c20b462d300e3bee516b129ec7ebc1d4,3,11255.7
0x639205eccad572fb8bbd379e76bff65bafbbab33,4,11248.6
0x7040b1a23bd87d7ef52e77f74c6bfdea52331156,2,11123.9
0xdee5f4f12d039fe0fba5e69e411bcbfa3f1c1705,2,11121.5
0xaf6fe39e67e09ca9e6d1fe1f1789b356d9f76c81,10,11119.5
0xbdad42db2a7bf0b0c17d87b19ca4a0829b60e967,6,11119.5
0xbcd7194cd4fd7f1dfa74283f0d727e0d0f3481dd,6,11119.5
0xed3c5d7a21e130811907ffb494b86852a7c7bead,10,11119.5
0xf8643ef1db9b9e3d6af68bf046ca64c7dfa17778,6,11119.5
0x376972a6d6a03b564ea81a496773c74b617f166e,6,11119.5
0xdc1f8700958bf7bd4d42898959be5ab95d952832,6,11119.5
0x7c814a4ffc4800f82a52a6cc7d8fb4db5872bf65,6,11119.5
0x571fd0e7d4995c4d0900d04943eaf324682d7c9c,6,11119.5
0xf2102b23101e5191d8f0e8fae90a9db8369b7b29,6,11119.5
0x75d4fcfb163bd982cdaafa5566e006fe5f595cf3,6,11119.5
0xa60884393ca289f37d03dd7b57bc04cd862414f1,6,11119.5
0x64af60be7c74ae1d077e7f350114a5098d179b4a,6,11119.5
0x89943609e3b90eb81b14be07fedf91cec48916f9,6,11119.5
0x40f09b97ad0f5a4efc5c211a89d3900944e5ed33,6,11119.5
0x0b23148e0c606859e0875f6dbb9711394f95ecfe,6,11119.5
0xa9db57e7986f7d142b5a5e1faabc4a4781579a24,6,11119.5
0xa2cd2a25bbe7fb7599492cf770b79069d4e7f36a,2,11114.8
0xd15e372b53ed7ae6c33564a69e841ba2352b7ede,2,11100.1
0xe6931a53c1ba470cda01fc5a943337ae6dc6b96d,4,11087.8
0xfccb19403736d5d33d4260f7c3fd5cdc6842dc4a,2,11039.5
0x5b04956a77e21a88c2ccd79ebc425e1fc0f2da42,4,11030
0x40c3170d10d77459cebd16c1b7345eb703916ebb,2,11024.1
0xa115365bb44ee8e347e462b5ad727f0fb6d2f9fa,2,11020.8
0x2f3ce15b72a05e78fb53c7b17aed1d6844b7529e,12,10985.3
0x5cfea98867469500b90f0aa18402b95531869662,12,10985.3
0x3d508171d4a120eff33f41c98d9f24ec0567d10c,4,10948.8
0x10f942acdba64e5eeb23a5dcb60d3fa5f22b8dbf,4,10940.4
0xe182a3e139bd29de8bda0127d8257a675f9b9cd1,3,10928.2
0x2af8d74c3b499a1f47dfb4b48e1d5b7efcfa1de0,2,10892.4
0x5fd4b41125328b3794a0289b48e44c88bbeddd66,2,10892.4
0x82e9a037be679f375af907911648a233e5168195,2,10892.4
0x2368cd51691bd531a7f704ab8641b6c832d4bdf0,2,10892.4
0x614c5db28fa03f6a4faeab534360727d37a6591d,2,10892.4
0x3b23393982ba0e5ceeb4833cd3a98aa1676ddb20,2,10892.4
0x27dc231bed27cce1f8268f1cdc6dda77f59c53a6,4,10875.5
0x4a71329b578d5a5a9dac596211856528cf1ed415,4,10865.4
0x2c6da28803974a90473a704abe8f419bf4b88091,44,10848.3
0xd26e92c20021ec2e312b1e23e1a0089605374ab6,2,10846.5
0x2928138a87fe076f90a4b03d0ddb4f106a1cc843,8,10812.5
0x745e20fd90b2239dc161c6f1e885715f32547c65,8,10812.5
0xd52bfb605f5e2695b648a5481664c97633294d25,8,10812.5
0x7fc39a173494b1b4e99b66131a007c1e3e346c9f,8,10812.5
0xd39d3d9f1f5428dc4a94bf8e9b3f16061874050e,8,10812.5
0x0e14ef9a3409165157292947537f4bf77e028c5e,8,10812.5
0x0619ac01da15b187a09ca79d5b5c7879ca33dfcb,8,10812.5
0x5f5d2e195d403029f622f4f00302445a4b29bc76,8,10812.5
0xa96802930292174f3d798e83ca02839dbacebbe5,8,10812.5
0x7f15f963456116d28c202f025fe23143ff1c8bcf,8,10811.7
0x23597777e4b3b6abac678b82bf64ba7d3353bd10,2,10764
0xb30977d238a88033812f2419d2a636d47dfbb56a,2,10763.5
0xcf4747c2b56bde53b72a1a53d741467dc886b388,2,10763
0xfb5a5f06945dc7df51c06d44e01d0270c7c7eb89,2,10763
0x088de5085281648f987f5fadf46278530273e784,2,10763
0x9e857d539eb3ae4e6682668453e16681f1f5267e,2,10763
0x47119dd1734d3e121d866cb15974a16c25ca3184,2,10763
0x82dd46b8ba5381f8f72d2ac31e7d39c46915e81f,2,10763
0xf1fb8cbb124d60c7486e6f6ad98fc67eac8c4727,2,10763
0xcd37197765e001f55868de3489c6dfd9462a2daa,2,10763
0x52dd4ea40e85fcafb5a683fcbf64336384afe572,2,10763
0xfa0ce26b6756ad9b90b62d0d3dd2803512a8c7a0,2,10763
0xd58ceb7f1ef07414809a17966bfe6ea891657be9,2,10763
0x5e8ee83d9048bd6b74f2d83a04d25248bdf98893,2,10763
0xedd9c23c6a87d098f5b73bd72d2e459d7cc685f0,2,10763
0x447fb685d1ac21b7e63d81b52629a9a584ee0e8e,2,10763
0x088c72456b714e909f1f5a885c9b93bf955357b1,2,10763
0xcad926c51b21b7baff048ab33b7db9440b978f5a,2,10763
0x6bb653361b08b71b4b833e4b51300dc48bf7adc6,2,10763
0x3edca8da0cada00e3c5721bc77e7b08f580edd69,2,10763
0x2767962b1effec4b1e2767309fcf96e09a8f0b00,2,10763
0x6b51a79eb76e31b66fe94496b12f02d295196f15,2,10763
0x609bf3c3fce0a5145bf4e877dbc4d1dc1550a6d1,2,10763
0x515d7a538f68a54f4d8d325c512e0e3046770a3e,2,10763
0x1e9ec72e222a6aaf2bf3bb75800fb253e88b5d59,2,10763
0xf9f333320f4272a98559853e58a91aa69fbfa0b3,2,10763
0xb18ff4eb8ae39df103412c3826fa461f47c6c0c5,2,10763
0xc956092505dc5c847206896604c348ce84907e87,2,10763
0x4b41268f52a8d360c8c73a78998ad9257d497c6c,2,10763
0xb134b2da2fd39a19362b821979ef01ba3561782e,2,10763
0x46dba07e24015227442830e6047c55dae749a12a,2,10763
0x06a7db55273848a9d37ecca7d2f9cd24427ee5c7,2,10763
0x47dac38d90fcabe1b05a6011083957195822367f,2,10763
0x35d0a5d1e7cce9086c7f8f02b32fb319191a170a,2,10763
0x23bee93fae4ce2192db96275552953c41bd24f3a,2,10763
0x9bae21c163fe145741b1627389c30811127fb0de,2,10763
0x6f88162bd9acc3f7283a75b355b69fb72c595ba0,2,10762.5
0x22823aa8ca1e4b06dc0a549bc150b6b52a5c12de,2,10762.5
0xe95208cb0a5511e0b64e2a1ef981a1c6e29ecf6f,2,10762
0xffe8cb242aac59b9eab522fc2ae88b84df0adcab,2,10757.5
0xad1e5fc57a375593745ac0572e7c6669915c34e3,2,10742
0xf3c9ef1e7d28e85ece2bd2ef210ddb440001ad6b,2,10742
0x68a663678a6d29a8f19a4f76aae91a0fc00bb34f,3,10738.2
0x3321c281d883e210e6fc4caa8a310da8330691aa,4,10714.2
0xa9e5df1de5f2c9b10eede43f0a5f06d82cb8ec13,4,10705.8
0x5b3a848164542994e55e570f7707f450cb917ef2,2,10703.1
0xb55c8d3c7d7457c2de953456f16165013f85b9f3,2,10703.1
0x67a16e38599060578e2fd0d9dd7cea8aaadb6ab4,2,10703.1
0xe86ea3481f4f1e800177ec62138f1be33e615260,2,10700.3
0xcde91f2a4b1723b1471211519710326da90ecd1b,2,10700.3
0x18f2ebfaa5ba7fe27ffa20dc4a70e261c65fc8e1,2,10672.6
0xecce1a528d635ba1f045be7035795dbd7d22edc9,3,10663.7
0xa9a59481faeac3de62a94c120fbbc1a1fc9fbc52,3,10663.7
0x4fbf1fc3bf29ce5ad8feb63e3b8b9f433e253afb,4,10606.1
0x74b827ab0a984b769b2a40bc354587f99761e577,2,10585.7
0x19f8f1a868f07ea74e6de7b7128f7dec110c4575,2,10558
0xeed668a9aeef393bbe948d10e21199430e4e3f95,6,10459.5
0xb2718b0acf679ef778648223470c3d1639ed619a,4,10443.6
0x0633a45e4cac626b21cf8e6464d3e0d6475e45b8,12,10425.4
0xe5f764953f713b0c52da8edf834113d1c31e3a51,2,10406.1
0x7a0d9e360e1ddf31b7c742173890673611783ee2,3,10376.2
0xc260c9a37cee2a1493fb222b8a5a60260c92d88e,4,10357.4
0xcd9ef47fa71decf2fb2d88e6929d2e56be8dc55e,4,10344.3
0x145a4db34ebde1a34207bb9d6b6991f02d7cfbff,4,10343.7
0x954c3cf2331ecc285042981a798505be0422f8b5,4,10343
0x3dde7f7fbb19d71c4883967a846efc055c9740bc,4,10343
0x9382a0b7170303be71d9719aa644c60c54f35b80,4,10338.6
0x7d41835237561b8c0d903b3e3056b8880f3c189d,4,10338.6
0x7e5b7e670e0bac7b4bb748eb94fd405bc24d64c1,4,10337
0xae99a0bfe1735548be12ef8f3422de38dc13762a,4,10335.9
0xecb539952385524f65c579259fcdcf0731a9b31a,4,10334.5
0xa46ea370e1ccaa1a123203d711e6144a0f5171da,4,10326.8
0x9c151909c37d6320c82ec135f01874639cbcc41b,4,10325.4
0xabcd825559bc13a140ae6325c73bf42947692a81,2,10324.4
0x6678bfa3f1f4bda1e5c17ca42de65fd50e1a9eaa,4,10316.5
0x496fb54e9f5e364235194ccd39f026ed35f8d320,2,10302.8
0x9e1626a7cbcbc9655afed34da7d4b58eef4987cc,3,10279.7
0xc9243130e1658d349a80009b48f090df5f218fe0,10,10277.5
0x54198988d1838b9fdf5071d9185c17a77d4696a7,10,10277.5
0x17f250edc57de7e43c179556cfcff7516d3cc199,10,10277.5
0x754f8cc34b986783f691fd147631322b747f8a93,10,10277.5
0xd123dfa050a9f6a65f0cb99fed0e8558476e6957,10,10277.5
0xb8dcf15494d0c0dced4a2437a206ef7e6945cb48,10,10277.5
0x7ed0d8e6acd7a12944a76e3c15a6f2e2180085de,10,10277.5
0x7f888dbcef7e21ca0d2eff8dad1377f2b21a0669,10,10277.5
0x8ddd734a13d7ca58623c4174678b8d79a9ff4f5d,10,10277.5
